,file_name,lines,authors,shas,the_first_time,the_last_time,average_date,total_shas,last_fixes,fixes_percent
0,drivers/media/i2c/smiapp/smiapp-quirk.c,231,5,11,1330766392.0,1558918521.0,1340542274.7272727,14,,0.0
1,drivers/dma/bcm2835-dma.c,1051,12,33,1389010704.0,1576468400.0,1434406407.8972406,42,f147384774a7,11.904761904761903
2,drivers/clk/imx/clk-pllv4.c,239,4,4,1542171703.0,1576034747.0,1546161408.9414227,4,,0.0
3,drivers/clk/socfpga/clk-s10.c,350,1,8,1521595212.0,1561424135.0,1523405735.7514286,8,,0.0
4,arch/arm/mach-qcom/platsmp.c,334,10,16,1306966284.0,1559614293.0,1365394819.3682635,14,,0.0
5,lib/math/int_pow.c,32,1,1,1557819788.0,1557819788.0,1557819788.0,1,,0.0
6,drivers/thermal/amlogic_thermal.c,337,2,2,1570158069.0,1574255719.0,1570218864.9940653,2,,0.0
7,drivers/tty/serial/ifx6x60.c,1445,18,32,1306881908.0,1574045313.0,1314386111.302422,38,1e948479b3d6,2.631578947368421
8,security/keys/proc.c,321,8,19,1311247043.0,1562755423.0,1345388328.3707166,21,ede0fa98a900,9.523809523809524
9,arch/mips/sgi-ip32/ip32-irq.c,505,4,4,1311247043.0,1486551095.0,1312657789.7881188,5,,0.0
10,drivers/gpu/drm/nouveau/nvkm/subdev/bios/rammap.c,258,2,15,1358210005.0,1468032061.0,1408212436.875969,11,,0.0
11,drivers/firmware/tegra/bpmp-debugfs.c,408,2,3,1506993133.0,1559085482.0,1507202190.8259804,3,,0.0
12,drivers/iio/light/stk3310.c,706,9,15,1430130840.0,1562155559.0,1433624217.5070822,19,037e966f2d63,10.526315789473683
13,arch/arm64/kernel/debug-monitors.c,446,18,36,1330919373.0,1564046185.0,1405299457.865471,53,,0.0
14,drivers/spi/spi-s3c24xx.c,665,11,19,1306899084.0,1567605547.0,1311835715.6796992,26,,0.0
15,fs/hfsplus/xattr_security.c,78,6,8,1361955783.0,1509520077.0,1383566557.8333333,11,,0.0
16,drivers/video/fbdev/s3fb.c,1573,13,15,1308014698.0,1575369530.0,1311686402.4647171,7,,0.0
17,drivers/scsi/ufs/ufs-hisi.c,604,9,9,1531820216.0,1567837531.0,1534947465.2433774,9,176eb9277442,11.11111111111111
18,fs/xfs/libxfs/xfs_ialloc.c,2975,14,96,1309728456.0,1579770078.0,1397884636.122689,80,c44245b3d543,1.25
19,drivers/block/xen-blkback/xenbus.c,1183,30,65,1307841673.0,1580087997.0,1388131931.6737108,78,,0.0
20,drivers/gpu/drm/imx/imx-tve.c,712,21,39,1365415478.0,1564140185.0,1381623704.1039326,31,fc12bccda8b6,3.225806451612903
21,kernel/rcu/tree.c,3815,41,405,1306133501.0,1574762745.0,1458801537.855425,620,130d9c331bc5,0.6451612903225806
22,drivers/misc/mei/pci-me.c,530,8,62,1360130799.0,1579803295.0,1422224871.709434,81,,0.0
23,arch/sh/drivers/pci/ops-sh4.c,105,2,2,1311247043.0,1545928309.0,1313482102.6761904,1,,0.0
24,drivers/staging/unisys/visorinput/visorinput.c,788,12,40,1440496355.0,1517370077.0,1460508090.7969544,51,,0.0
25,sound/arm/pxa2xx-pcm-lib.c,275,6,10,1311247043.0,1569998030.0,1429109536.3854547,12,,0.0
26,drivers/thunderbolt/tunnel.c,1192,4,19,1401804248.0,1576568024.0,1527992188.089765,17,ce19f91eae43,5.88235294117647
27,fs/ocfs2/uptodate.c,623,4,4,1311247043.0,1558670645.0,1312129410.5987158,3,,0.0
28,drivers/mfd/cs47l85-tables.c,2893,2,3,1526871598.0,1561530816.0,1526943480.234013,3,,0.0
29,net/x25/x25_link.c,406,8,8,1303125322.0,1558350486.0,1308274731.955665,7,,0.0
30,tools/build/feature/test-disassembler-four-args.c,15,1,1,1514373389.0,1514373389.0,1514373389.0,1,,0.0
31,drivers/net/phy/mdio-sun4i.c,180,8,10,1369856961.0,1574077275.0,1382183092.0222223,12,56c0290202ab,16.666666666666664
32,drivers/acpi/acpica/nssearch.c,396,4,9,1311247043.0,1521015187.0,1324628622.6944444,17,,0.0
33,security/apparmor/policy_unpack.c,1234,12,49,1311247043.0,1572943409.0,1408931039.0875204,59,156e42996bd8,15.254237288135593
34,drivers/media/rc/nuvoton-cir.c,1154,14,59,1311247043.0,1534838272.0,1369540497.3058925,83,,0.0
35,drivers/video/console/vgacon.c,1451,16,27,1248509822.0,1583288669.0,1338102958.4017918,28,513dc792d606,3.571428571428571
36,drivers/net/ethernet/intel/e1000e/mac.c,1782,9,37,1306881908.0,1560504575.0,1315734039.2401795,42,4e7dc08e57c9,2.380952380952381
37,drivers/acpi/apei/bert.c,149,3,4,1467176669.0,1559354931.0,1474903785.1744967,4,,0.0
38,tools/testing/selftests/powerpc/tm/tm-resched-dscr.c,100,5,7,1401956362.0,1509520077.0,1415964335.46,7,fe06fe860250,14.285714285714285
39,tools/testing/selftests/bpf/progs/test_core_reloc_existence.c,79,2,3,1571110129.0,1579500405.0,1571402346.9746835,3,3e689141e64d,33.33333333333333
40,tools/bpf/runqslower/runqslower.bpf.c,100,2,2,1578843102.0,1579500404.0,1578849675.02,2,5b554ce518af,50.0
41,drivers/rtc/rtc-mc146818-lib.c,199,4,4,1464770783.0,1578087070.0,1466221794.6532664,5,f01f4ffdfb70,40.0
42,drivers/gpu/drm/amd/amdgpu/amdgpu_vram_mgr.c,517,7,20,1472025109.0,1569981727.0,1514427569.4061894,24,,0.0
43,drivers/media/usb/as102/as10x_cmd_cfg.c,192,6,9,1320035079.0,1558581295.0,1325533527.09375,6,,0.0
44,drivers/net/arcnet/com20020.c,418,5,19,1306881908.0,1430791566.0,1353789090.1818182,19,,0.0
45,drivers/clocksource/jcore-pit.c,249,3,4,1476366666.0,1495788971.0,1476492510.5301204,4,,0.0
46,drivers/staging/media/hantro/hantro_g1_h264_dec.c,306,4,9,1565931691.0,1575530683.0,1566711188.7777777,10,a2cbf80a842a,40.0
47,arch/s390/kernel/compat_audit.c,45,2,2,1311247043.0,1509520077.0,1315653110.4222221,1,,0.0
48,arch/arm/mach-s3c24xx/common.c,671,14,26,1310374312.0,1514206472.0,1377745957.9344263,30,,0.0
49,tools/perf/util/dsos.c,289,1,3,1567134661.0,1574160262.0,1569079020.8062284,4,,0.0
50,drivers/net/ethernet/intel/e1000e/80003es2lan.c,1413,8,44,1305242382.0,1560504575.0,1317603022.7048833,48,,0.0
51,kernel/iomem.c,167,3,3,1522321633.0,1562849528.0,1522917048.4071856,3,9bd3bb6703d8,33.33333333333333
52,drivers/gpio/gpio-wcd934x.c,121,1,1,1578373724.0,1578373724.0,1578373724.0,1,,0.0
53,drivers/net/ethernet/stmicro/stmmac/dwmac100_dma.c,127,9,12,1303125322.0,1562637779.0,1366517680.968504,18,06a80a7d09cc,5.555555555555555
54,drivers/staging/media/imx/imx-media-utils.c,956,6,21,1496820851.0,1568264480.0,1509298530.9717574,22,02c25c003405,9.090909090909092
55,arch/arm/mach-pxa/devices.c,1112,12,21,1311247043.0,1547626411.0,1325639680.509892,25,4c35430ad18f,4.0
56,drivers/clocksource/em_sti.c,371,11,16,1336577990.0,1576920625.0,1358728105.8274932,19,,0.0
57,sound/soc/codecs/wm1250-ev1.c,259,4,13,1306504576.0,1558918501.0,1328958241.6293437,18,,0.0
58,arch/mips/txx9/generic/setup_tx4927.c,337,4,4,1311247043.0,1481076315.0,1316523980.6053412,4,2cec11d87181,25.0
59,security/apparmor/lib.c,525,10,24,1303125322.0,1559354935.0,1471722976.295238,37,250f2da49cb8,8.108108108108109
60,tools/testing/selftests/powerpc/pmu/count_instructions.c,147,2,4,1375782157.0,1559008638.0,1381360844.027211,4,,0.0
61,drivers/media/pci/cx18/cx18-alsa-pcm.c,272,7,10,1311247043.0,1575961120.0,1316699188.1176472,12,,0.0
62,drivers/media/dvb-frontends/tda8261.c,195,5,8,1311247043.0,1558315142.0,1363824596.0666666,9,,0.0
63,sound/soc/codecs/ak4535.c,450,7,10,1305014297.0,1559614293.0,1325662042.8711112,23,,0.0
64,drivers/infiniband/sw/siw/siw_qp_tx.c,1262,3,8,1561026090.0,1575969449.0,1561265871.5301108,9,0404bd629fd4,144.44444444444443
65,arch/mips/lantiq/xway/dcdc.c,60,2,3,1375941743.0,1559614293.0,1380444147.7166667,4,,0.0
66,tools/perf/util/cs-etm.c,2620,8,75,1516157531.0,1574690313.0,1538988447.7217557,82,6285bd151b95,6.097560975609756
67,net/sunrpc/xprtrdma/svc_rdma.c,253,3,8,1311247043.0,1525678025.0,1319842124.596838,14,,0.0
68,drivers/clk/mvebu/armada_ap_cp_helper.c,30,1,1,1562744622.0,1562744622.0,1562744622.0,1,,0.0
