,file_name,lines,authors,shas,the_first_time,the_last_time,average_date,total_shas,last_fixes,fixes_percent
129,drivers/gpu/drm/msm/edp/edp_aux.c,264,5,7,1420627664.0,1559085478.0,1421449231.2765152,7,,0.0
130,drivers/fpga/altera-ps-spi.c,347,6,9,1497407789.0,1564022925.0,1504890380.481268,9,dec43da46f63,11.11111111111111
131,drivers/crypto/qat/qat_common/qat_asym_algs.c,1360,7,15,1436945318.0,1546564989.0,1457497686.8242648,20,,0.0
132,drivers/iio/temperature/mlx90614.c,661,8,16,1391590620.0,1559120264.0,1423941427.5295007,18,,0.0
133,drivers/soc/qcom/glink_ssr.c,156,2,2,1500908204.0,1559085478.0,1501281135.2435896,2,,0.0
134,drivers/staging/kpc2000/kpc2000/cell_probe.c,509,6,23,1555677725.0,1567243532.0,1558011224.5756385,30,d326d99aa00f,3.3333333333333335
135,arch/riscv/kernel/irq.c,53,4,8,1499680826.0,1576782589.0,1530918151.2641509,12,2f3035da4019,8.333333333333332
136,drivers/ata/pata_mpc52xx.c,875,9,9,1311247043.0,1488387808.0,1312671347.6297143,11,,0.0
137,net/ipv6/sysctl_net_ipv6.c,304,19,26,1310701654.0,1583218474.0,1399842322.3223684,32,00dc3307c0f7,6.25
138,drivers/gpu/drm/nouveau/nvkm/subdev/fb/nv40.c,68,2,12,1311247043.0,1509479779.0,1377645927.1323528,9,,0.0
139,drivers/base/power/main.c,2009,39,98,1306451535.0,1587457315.0,1389569024.7466402,121,09beebd8f93b,8.264462809917356
140,drivers/staging/gasket/gasket_page_table.c,1359,13,38,1530283778.0,1558675865.0,1532291169.914643,49,,0.0
141,drivers/clk/ingenic/jz4725b-cgu.c,260,1,6,1535008664.0,1565418980.0,1538514960.0384614,6,,0.0
142,drivers/staging/rtl8723bs/core/rtw_wlan_util.c,2237,14,19,1490788071.0,1585217140.0,1492230309.3012965,23,,0.0
143,tools/lib/traceevent/kbuffer-parse.c,777,4,8,1370326821.0,1588065121.0,1371183554.2332401,9,,0.0
144,arch/powerpc/platforms/4xx/machine_check.c,23,2,2,1502181561.0,1558918501.0,1504648384.4782608,2,,0.0
145,drivers/irqchip/irq-clps711x.c,234,6,7,1391314066.0,1558918501.0,1394014209.3504274,7,,0.0
146,fs/proc/proc_sysctl.c,1694,31,86,1308569299.0,1582245803.0,1343979462.0655253,98,5ec27ec735ba,12.244897959183673
147,net/sctp/primitive.c,201,5,7,1311247043.0,1558581281.0,1317809175.5024877,10,,0.0
148,tools/testing/selftests/powerpc/pmu/ebb/cycles_with_mmcr2_test.c,93,3,3,1406107898.0,1559008638.0,1408591517.4623656,3,,0.0
149,drivers/cpufreq/cpufreq_governor.c,573,11,70,1350926885.0,1574279068.0,1449509338.5165794,126,2a3eb51e30b9,4.761904761904762
150,drivers/gpu/drm/amd/display/dc/dcn20/dcn20_optc.c,494,13,18,1550801944.0,1585629173.0,1553762516.091093,22,,0.0
151,drivers/s390/char/ctrlchar.c,79,4,4,1311247043.0,1509520077.0,1332068095.7974684,3,,0.0
152,drivers/net/ethernet/intel/igb/e1000_82575.c,2927,17,68,1306191171.0,1575430826.0,1333099373.9931672,81,,0.0
153,drivers/thermal/imx8mm_thermal.c,236,1,3,1582947860.0,1584973156.0,1583895610.2881355,3,,0.0
154,kernel/trace/trace_branch.c,454,9,20,1311247043.0,1570438616.0,1322895637.06812,22,,0.0
155,fs/ceph/mds_client.c,4990,36,241,1311247043.0,1588032622.0,1406709395.3887775,284,d6b8bd679c9c,1.056338028169014
156,drivers/net/ethernet/mellanox/mlx5/core/rl.c,352,7,7,1466672557.0,1582117517.0,1502050110.778409,7,37e92a9d4fe3,28.57142857142857
157,drivers/clk/sunxi-ng/ccu-sun9i-a80-de.c,275,3,3,1485606156.0,1559085476.0,1485876125.9272728,3,09bdcd6e1784,33.33333333333333
158,drivers/irqchip/irq-ativic32.c,138,2,2,1508917371.0,1540376072.0,1515984180.6449275,2,,0.0
159,tools/perf/arch/s390/util/header.c,147,4,8,1404382102.0,1569812134.0,1507447105.3877552,10,47812e009104,10.0
160,drivers/video/fbdev/skeletonfb.c,1020,8,9,1308032842.0,1575369530.0,1309910364.6362746,7,,0.0
161,drivers/char/hw_random/cctrng.c,735,3,4,1585271422.0,1587644481.0,1585283285.534694,4,3357b61177a7,25.0
162,drivers/net/ethernet/natsemi/natsemi.c,3400,20,21,1308800360.0,1575941031.0,1316453627.7155883,22,,0.0
163,arch/s390/mm/cmm.c,447,9,12,1311247043.0,1584536124.0,1336144312.6935122,12,,0.0
164,drivers/gpu/drm/nouveau/nvkm/subdev/mmu/gm200.c,98,2,7,1509479779.0,1576486685.0,1510847266.877551,10,,0.0
165,fs/ceph/export.c,554,15,22,1311247043.0,1583458460.0,1458459786.135379,27,,0.0
166,sound/soc/intel/baytrail/sst-baytrail-pcm.c,459,11,21,1394636675.0,1575962772.0,1411797821.4008715,12,cc9bbb6cde6c,8.333333333333332
167,drivers/gpu/drm/amd/amdkfd/kfd_packet_manager_v9.c,326,5,10,1520934249.0,1572434531.0,1530367217.2638037,2,,0.0
168,fs/cifs/cifs_unicode.c,632,10,15,1311247043.0,1558918505.0,1375242291.022152,17,,0.0
169,drivers/platform/chrome/cros_kbd_led_backlight.c,111,2,2,1457406766.0,1548729501.0,1460697675.3693693,2,,0.0
170,tools/testing/selftests/bpf/progs/test_skeleton.c,46,2,4,1576230220.0,1579500405.0,1576319929.6304348,4,3e689141e64d,25.0
171,drivers/net/wireless/intersil/hostap/hostap_ap.c,3277,15,19,1306484063.0,1576577746.0,1316106455.2212389,11,b61156fba74f,9.090909090909092
172,drivers/staging/rtl8188eu/hal/hal_intf.c,66,4,9,1377095632.0,1532868887.0,1401121790.060606,64,,0.0
173,arch/arm/plat-samsung/wakeup-mask.c,42,3,4,1311247043.0,1514206475.0,1339773592.8333333,3,,0.0
174,drivers/power/supply/max8903_charger.c,445,8,14,1302457213.0,1558918505.0,1381690961.892135,2,,0.0
175,tools/testing/selftests/bpf/prog_tests/task_fd_query_tp.c,77,2,2,1551440537.0,1557308972.0,1551516750.4415584,3,,0.0
176,drivers/gpu/drm/i915/gt/intel_reset.c,1412,13,88,1547623984.0,1585810098.0,1555680066.720255,79,8e37d6991391,12.658227848101266
177,drivers/pinctrl/sunxi/pinctrl-sun50i-a64.c,601,2,4,1457426279.0,1543851660.0,1461255258.638935,4,4f45f45b081e,75.0
178,drivers/media/rc/keymaps/rc-norwood.c,81,5,6,1309672992.0,1561347734.0,1367399615.728395,5,,0.0
179,drivers/media/rc/keymaps/rc-avermedia-m135a.c,144,5,8,1309672992.0,1561347734.0,1362968153.0833333,7,,0.0
180,fs/nfs/delegation.c,1414,11,90,1310437675.0,1585812429.0,1437886656.1534653,106,fc51b1cf391d,13.20754716981132
181,drivers/gpio/gpio-sodaville.c,245,11,14,1309137983.0,1541596684.0,1348311411.3877552,18,,0.0
182,sound/firewire/lib.c,104,4,5,1311247043.0,1559120279.0,1361166043.7692308,12,,0.0
183,drivers/i2c/busses/i2c-kempld.c,400,5,5,1371992404.0,1559085488.0,1373960419.3075,6,,0.0
184,drivers/net/wireless/intel/ipw2x00/ipw2200.c,12035,37,57,1310524749.0,1583891232.0,1314191056.8423765,27,,0.0
185,drivers/crypto/marvell/octeontx/otx_cptpf_main.c,307,2,2,1584091026.0,1586585193.0,1584107274.644951,2,0a8f5989e034,100.0
186,arch/sh/kernel/process_32.c,228,9,15,1311247043.0,1545928344.0,1323205316.4736843,20,,0.0
187,net/core/tso.c,86,6,6,1400479192.0,1509520077.0,1409255063.8313253,6,,0.0
188,fs/coda/cnode.c,174,5,9,1311247043.0,1563265749.0,1332564954.1264367,12,,0.0
189,drivers/i2c/i2c-smbus.c,201,11,13,1311247043.0,1582884740.0,1349586890.2885573,19,,0.0
190,drivers/gpu/drm/i915/gt/gen7_renderclear.c,402,1,1,1583424597.0,1583424597.0,1583424597.0,1,,0.0
191,sound/soc/codecs/spdif_transmitter.c,88,8,10,1306504576.0,1559614293.0,1357147520.8068182,12,,0.0
192,drivers/block/cryptoloop.c,204,5,6,1311247043.0,1558350475.0,1336235485.2058823,6,,0.0
193,drivers/pinctrl/pinctrl-da850-pupd.c,199,3,4,1480300825.0,1572877614.0,1481178563.8894472,5,,0.0
194,arch/riscv/kernel/cpu-hotplug.c,87,1,1,1584439904.0,1584439904.0,1584439904.0,1,,0.0
195,drivers/gpu/drm/nouveau/nvkm/subdev/fb/gf108.c,42,1,2,1488501408.0,1509479779.0,1489000893.0238094,3,,0.0
196,drivers/regulator/hi6421v530-regulator.c,210,3,3,1496819163.0,1556673091.0,1499975498.852381,3,,0.0
197,drivers/perf/qcom_l2_pmu.c,1049,5,7,1486444444.0,1564456532.0,1487747007.475691,8,edb39592a587,25.0
198,arch/arm64/kvm/hyp/switch.c,875,15,80,1422517675.0,1588560538.0,1514381285.3817143,105,52f73c383b24,6.666666666666667
199,drivers/ssb/driver_extif.c,201,4,7,1306157047.0,1578275030.0,1324270853.2487562,6,,0.0
200,arch/x86/kernel/cpu/mce/threshold.c,32,6,8,1311247043.0,1544015113.0,1380608986.75,2,,0.0
201,arch/ia64/kernel/crash.c,265,4,4,1311247043.0,1540883389.0,1313547000.1471698,4,,0.0
202,mm/sparse-vmemmap.c,270,11,16,1311247043.0,1563436691.0,1395906261.3407407,26,,0.0
203,drivers/staging/sm750fb/sm750_accel.c,412,17,31,1425370866.0,1572351727.0,1467270456.866505,44,52d0744d751d,2.272727272727273
204,arch/arm/mach-s3c24xx/s3c2442.c,63,8,8,1311247043.0,1514206472.0,1341693616.0952382,10,,0.0
205,drivers/net/ethernet/hisilicon/hns3/hns3vf/hclgevf_main.c,3249,16,130,1513245784.0,1585379397.0,1539241140.8233302,149,944de4847af1,30.87248322147651
206,drivers/gpu/drm/msm/disp/dpu1/dpu_hw_intf.c,326,5,5,1530084369.0,1574674168.0,1534627874.1380367,7,,0.0
207,drivers/cpuidle/cpuidle-kirkwood.c,84,9,10,1311247043.0,1576386126.0,1337324697.3214285,11,,0.0
208,arch/arm/mach-realview/platsmp-dt.c,93,5,5,1444369137.0,1559614293.0,1453689676.1505377,6,,0.0
209,drivers/iio/accel/bmc150-accel-core.c,1754,22,40,1391913000.0,1567034981.0,1418157575.7480047,19,,0.0
210,drivers/gpu/drm/vc4/vc4_gem.c,1388,17,47,1446170942.0,1574649836.0,1471616523.945245,60,17b11b76b87a,25.0
211,arch/powerpc/platforms/cell/spider-pic.c,348,9,13,1311247043.0,1558918502.0,1321884740.5890806,15,,0.0
212,drivers/hid/hid-tmff.c,272,8,8,1309671588.0,1570085639.0,1333777550.2867646,7,,0.0
213,drivers/gpu/drm/vmwgfx/vmwgfx_cotable.c,662,8,17,1439174375.0,1565489192.0,1444843322.5733738,20,,0.0
214,tools/testing/selftests/bpf/test_sock_addr.c,1643,6,12,1522393683.0,1559843341.0,1530824256.5398662,12,a8911d6d5878,16.666666666666664
215,tools/testing/selftests/arm64/signal/test_signals_utils.c,328,1,3,1572001027.0,1572001031.0,1572001027.5792682,3,,0.0
216,tools/perf/util/dwarf-aux.c,1386,8,38,1309163247.0,1574068310.0,1381548812.150072,40,86c0bf8539e7,22.5
217,drivers/gpu/drm/amd/amdgpu/amdgpu_acp.c,563,12,21,1442912720.0,1579499670.0,1481950428.1936057,26,,0.0
218,fs/xfs/libxfs/xfs_attr.c,1259,7,60,1309728456.0,1589768885.0,1393753419.1532962,63,,0.0
