file_name,lines,authors,shas,the_first_time,the_last_time,average_date,total_shas,last_fixes,fixes_percent
tools/testing/selftests/x86/mov_ss_trap.c,286,1,2,1525746515,1574225953,1526085532,2,8caa016bfc12,50.0
drivers/gpio/gpio-uniphier.c,495,8,12,1507811776,1581404778,1509663452,11,bbfbf04c2d4e,18.18181818
drivers/staging/rtl8723bs/core/rtw_mlme_ext.c,6879,29,42,1490788071,1585145692,1492605867,50,87e4a5405f08,4.0
drivers/crypto/qat/qat_common/adf_dev_mgr.c,493,4,7,1401946959,1482389903,1424869563,9,9c290c507ca2,11.11111111
drivers/usb/dwc3/core.c,1915,40,162,1304581990,1582624384,1449804865,222,09ed259fac62,4.504504505
sound/soc/codecs/cs35l36.c,1957,3,3,1549512735,1550799111,1549515960,4,eb23dcd20e91,50.0
drivers/acpi/spcr.c,225,12,16,1474991653,1559614293,1493237323,16,37ef38f3f838,12.5
net/mpls/af_mpls.c,2779,24,89,1425381047,1575444953,1465303900,102,6c8991f41546,19.60784314
arch/arm64/kvm/sys_regs.c,2909,25,110,1355127334,1589872243,1448798074,126,1ce74e96c240,4.7619047619999995
block/blk-mq-pci.c,48,7,10,1473841136,1559206849,1492484736,10,8ec2ef2b66ea,10.0
fs/ocfs2/xattr.c,7371,24,42,1307345365,1574330032,1312625148,45,94b07b6f9e2e,6.666666667
drivers/gpu/drm/i915/gt/intel_workarounds.c,1810,28,108,1523322766,1589252450,1548164221,82,fb899dd8ea9c,17.07317073
arch/powerpc/mm/book3s64/hash_utils.c,2035,39,156,1306464384,1586500412,1404960337,24,c784be435d5d,8.333333332999999
net/unix/garbage.c,307,7,7,1311247043,1558315143,1326232166,10,415e3d3e90ce,10.0
fs/nfsd/nfscache.c,596,10,43,1295842262,1565084464,1406971973,58,78e70e780b28,3.448275862
drivers/usb/misc/sisusbvga/sisusb_con.c,1516,5,17,1311247043,1548144722,1332698924,20,7cdfe4ddea47,10.0
drivers/gpu/drm/i915/selftests/i915_selftest.c,439,3,13,1486977312,1588575989,1522119213,13,188540137a74,7.692307692000001
fs/nfs/export.c,174,3,4,1498689293,1572593635,1499316454,6,f96adf1ea08a,16.66666667
sound/soc/pxa/pxa2xx-ac97.c,302,13,21,1305014297,1569998030,1375582666,28,8811191fdf7e,3.571428571
drivers/nfc/pn533/usb.c,615,10,11,1458892013,1578911038,1465746631,12,a112adafcb47,25.0
drivers/platform/x86/thinkpad_acpi.c,10636,62,103,1306221403,1589183784,1345967300,118,5fb73bc2c830,2.542372881
fs/fuse/dir.c,1784,23,104,1308568589,1580861746,1389936866,146,c634da718db9,10.273972599999999
drivers/gpu/drm/nouveau/nvkm/engine/disp/hdmi.c,84,4,4,1491887479,1560946423,1502438642,4,b7019ac550eb,25.0
drivers/scsi/aha1740.c,676,5,5,1311247043,1528854827,1313537255,9,0f3d679159f4,11.11111111
arch/arm/mach-davinci/board-dm365-evm.c,860,18,31,1306830683,1567142572,1350642718,38,933b11aeeda1,2.631578947
drivers/net/ethernet/qualcomm/qca_7k.c,149,1,4,1411741281,1537766410,1469992754,5,e65a9e480e91,20.0
drivers/gpio/gpio-brcmstb.c,828,12,23,1432811645,1583726521,1475013521,25,8880c13734af,24.0
arch/arm/mach-footbridge/dc21285-timer.c,136,9,11,1311247043,1583995883,1357323353,12,4ff859fe1dc0,8.333333332999999
drivers/net/ethernet/freescale/fsl_pq_mdio.c,539,15,25,1311247043,1558918501,1362768560,34,8cde3e4425df,2.9411764710000003
tools/perf/tests/perf-hooks.c,47,4,5,1480115008,1569387564,1483100268,6,e3e2cf3d5b1f,16.66666667
drivers/acpi/acpi_pnp.c,385,7,7,1401394981,1559614293,1402422139,13,622532bb2fad,15.38461538
sound/soc/amd/raven/acp3x-pcm-dma.c,534,6,23,1541991895,1585289669,1557671643,29,4cb79ef9c6c4,6.896551724
drivers/gpu/drm/sun4i/sun4i_lvds.c,167,7,10,1513828953,1583398782,1519337469,13,ab170c27361d,7.692307692000001
arch/sh/boards/mach-se/7343/irq.c,123,6,6,1311247043,1557820011,1334552719,6,102ca6606c96,16.66666667
sound/core/timer.c,2348,18,71,1310183803,1578724405,1379065935,81,f9993480214f,6.172839506
sound/pci/echoaudio/echoaudio.c,2238,18,35,1307354793,1578275030,1316742591,45,51db452df07b,2.222222222
arch/um/kernel/process.c,411,13,30,1311247043,1581575204,1333556463,44,e0917f879536,4.545454545
fs/ubifs/tnc.c,3530,13,31,1306315962,1559120270,1327797727,33,bacfa94b0802,21.21212121
drivers/gpu/drm/i915/gvt/scheduler.c,1754,29,123,1462059736,1589542545,1522990041,171,f159c647b13b,14.03508772
drivers/mfd/intel_soc_pmic_core.c,178,9,12,1401773162,1576502945,1428370261,21,b01e9348e106,14.28571429
drivers/gpu/drm/i915/i915_params.c,242,24,45,1390274665,1579162572,1483997931,99,a0301020c568,5.050505051
arch/powerpc/kernel/prom_init.c,3494,29,72,1311247043,1584009844,1375313650,104,74bb84e51171,12.5
drivers/infiniband/core/rdma_core.c,959,10,57,1491283902,1590569734,1527670622,72,c85f4abe66be,19.44444444
fs/proc/generic.c,798,21,59,1308288800,1586174941,1420501748,74,1fde6f21d90f,4.054054054
drivers/staging/iio/addac/adt7316.c,2209,27,45,1307596147,1559747132,1351868092,57,78accaea117c,12.28070175
sound/soc/sh/rcar/gen.c,475,4,47,1374413781,1551068060,1438058886,83,665c1ade11e8,2.4096385540000003
drivers/nvmem/mxs-ocotp.c,197,5,7,1443592587,1584946806,1455812233,9,d1306eb675ad,11.11111111
arch/arm64/kernel/reloc_test_core.c,77,3,4,1490921733,1559614293,1492585278,4,bd99f9a159b0,25.0
arch/x86/mm/kaslr.c,213,7,18,1466502422,1558580264,1494787885,23,00e5a2bbcc31,17.39130435
arch/mips/math-emu/sp_maddf.c,279,6,13,1439430991,1578910571,1480022845,14,b3b8e1eb27c5,64.28571429
drivers/usb/typec/tcpm/tcpci.c,632,10,17,1493273397,1579473799,1503617876,4,3ba76256fc4e,25.0
arch/sparc/kernel/sys_sparc_32.c,223,9,17,1311247043,1558580664,1350417632,22,42a0cc347858,4.545454545
arch/x86/kernel/kprobes/core.c,1095,20,65,1311247043,1574729649,1371252611,75,b191fa96ea6d,5.333333333
drivers/gpu/drm/i915/display/intel_dpll_mgr.c,4513,27,140,1457430375,1586163469,1525264254,48,dd5279c71405,4.166666667
drivers/scsi/sd.c,3755,59,161,1311247043,1589277351,1383517740,225,b72053072c0b,6.222222222
sound/pci/hda/patch_ca0132.c,8887,29,156,1308123317,1584597648,1437877771,179,42fb6b1d41eb,7.2625698320000005
drivers/iio/adc/sun4i-gpadc-iio.c,720,6,13,1481614412,1564456519,1484513672,14,be2ea53330f1,14.28571429
net/l2tp/l2tp_debugfs.c,348,11,17,1311247043,1560474278,1338563322,21,5411b6187adf,28.57142857
drivers/nfc/pn533/pn533.c,2905,21,105,1309519897,1573627822,1378581956,22,1e37be7d27d0,4.545454545
drivers/clk/sunxi-ng/ccu-sun4i-a10.c,1482,5,7,1503491009,1559085476,1504716705,7,a894990ac994,14.28571429
arch/mips/sgi-ip27/ip27-berr.c,96,6,8,1311247043,1578548026,1380103451,8,fc69910f329d,12.5
drivers/net/ethernet/apm/xgene/xgene_enet_cle.c,822,4,11,1455692439,1558252303,1468399428,11,dece303fa3aa,9.090909091
drivers/clk/socfpga/clk-pll.c,123,5,8,1388975257,1558918506,1393498613,8,7f9705beeb37,25.0
drivers/w1/slaves/w1_therm.c,747,18,24,1311247043,1558670647,1422376364,24,0c6d5c89a112,8.333333332999999
drivers/nfc/mei_phy.c,404,6,12,1365136059,1552320642,1417873342,16,582ab27a063a,6.25
drivers/clk/imx/clk-pfdv2.c,229,5,7,1542171707,1582099188,1550356763,7,a5a627c67659,14.28571429
drivers/gpu/drm/radeon/radeon_cursor.c,386,8,19,1311247043,1559959360,1387375148,26,d74c67dd7800,3.8461538460000004
drivers/net/ethernet/intel/e1000e/ethtool.c,2345,22,75,1306881908,1583327741,1328967864,83,24ad2a9209a0,1.2048192770000001
security/keys/trusted-keys/trusted_tpm2.c,315,2,2,1571193895,1576126715,1571209555,2,45477b3fe3d1,50.0
drivers/bus/mhi/core/boot.c,507,2,4,1582183725,1584962705,1582189207,4,3baf89abca19,25.0
drivers/md/raid0.c,840,22,53,1309672713,1579048525,1379573612,74,775d78319f1c,9.459459459
drivers/spi/spi-cadence.c,722,14,23,1397457413,1574757700,1415053600,31,61acd19f9c56,12.90322581
tools/perf/util/bpf-event.c,570,3,25,1547684118,1587702291,1556973499,26,811184fb6977,3.8461538460000004
drivers/scsi/libsas/sas_ata.c,853,12,46,1311247043,1576758957,1335288464,55,2fa4a32613c9,7.272727272999999
drivers/usb/serial/ftdi_sio.c,2924,83,138,1310373972,1573666253,1372237127,172,a8eda9fa1bd8,4.069767442
net/batman-adv/multicast.c,2429,5,45,1392457669,1577808001,1496632376,60,f7af86ccf188,13.33333333
drivers/soc/sifive/sifive_l2_cache.c,178,2,4,1557130720,1578406146,1557520081,2,13cf4cf03018,100.0
drivers/gpu/drm/vmwgfx/vmwgfx_fb.c,845,15,32,1311247043,1575369528,1379834083,46,c2d311553855,4.347826087
arch/arc/mm/init.c,205,8,17,1347161860,1559614293,1420440556,29,a3010a046538,6.896551724
drivers/input/misc/keyspan_remote.c,590,7,10,1311247043,1578883137,1316809491,12,ba9a103f40fc,8.333333332999999
fs/hfs/btree.c,380,7,8,1311247043,1543558154,1334791480,7,ce96a407adef,14.28571429
drivers/rtc/rtc-bd70528.c,630,4,5,1559528834,1584770917,1565181801,7,afe19a7ae8b6,28.57142857
drivers/gpu/drm/exynos/exynos_drm_drv.c,516,23,60,1317727141,1581416524,1439397457,180,89452d4ab207,2.222222222
lib/ioremap.c,288,9,15,1311247043,1591019546,1469965705,17,785a19f9d1dd,11.76470588
drivers/gpu/drm/amd/display/dc/dcn20/dcn20_hwseq.c,2395,34,77,1550825528,1587550079,1559155928,111,da26ded3b2ff,1.801801802
drivers/mtd/parsers/sharpslpart.c,399,5,5,1504191907,1577676585,1504798788,5,f33113b54221,20.0
drivers/gpu/drm/drm_framebuffer.c,1216,18,51,1471013328,1583829081,1493665280,57,b24791fe00f8,5.263157895
drivers/soc/fsl/qe/ucc.c,657,6,10,1311247043,1583999104,1422063904,8,96fc74333f84,12.5
security/integrity/ima/ima_init.c,139,13,26,1311247043,1579685526,1388200411,34,09ae6345721a,2.9411764710000003
drivers/clk/qcom/gcc-msm8996.c,3685,11,20,1448875900,1578240345,1454409445,24,da642427bd77,16.66666667
drivers/gpu/drm/i915/gem/i915_gem_context.c,2643,14,133,1338792162,1587557158,1549188189,87,22ca8a452e57,20.68965517
drivers/gpu/drm/rcar-du/rcar_lvds.c,1006,10,30,1515534462,1578398286,1538484152,34,3986457110a0,17.64705882
net/nfc/hci/core.c,1105,15,64,1334058186,1583313871,1356735858,71,a3aefbfe4575,1.408450704
drivers/virtio/virtio_ring.c,2329,27,68,1309681230,1582529203,1493035160,83,f13f09a12cbd,9.638554217000001
arch/s390/kernel/early.c,326,12,47,1311247043,1573711708,1415187704,81,9964f396f1d0,4.938271605
drivers/acpi/pci_irq.c,528,13,18,1310712750,1566312259,1334701627,30,29b49958cf73,10.0
samples/bpf/tcp_rwnd_kern.c,64,3,4,1498824165,1579500409,1502883407,5,7cf245a37ef0,40.0
drivers/net/ethernet/cavium/octeon/octeon_mgmt.c,1577,24,37,1306881908,1579615514,1331399504,17,e4dd5608033e,17.64705882
drivers/net/ethernet/mellanox/mlx5/core/health.c,806,17,38,1373189149,1573538870,1503136733,53,c7ed6d0183d5,28.30188679
tools/perf/builtin-diff.c,1933,15,101,1311247043,1582428889,1435701999,139,2b1ac6403f88,2.158273381
arch/powerpc/platforms/cell/spufs/coredump.c,201,6,11,1311247043,1558918502,1328991803,12,99acc9bede06,8.333333332999999
tools/testing/selftests/powerpc/benchmarks/context_switch.c,491,5,9,1449060249,1558918501,1454235219,9,94fa56a96a39,11.11111111
tools/testing/selftests/powerpc/utils.c,295,3,8,1448341538,1559008638,1506487846,8,1936f094e164,12.5
drivers/iio/adc/ad7791.c,448,7,8,1346747160,1578889612,1370933518,13,7eb6b35d93c3,7.692307692000001
drivers/gpu/drm/tve200/tve200_display.c,338,10,11,1503201955,1561853933,1505001137,12,b07b9146635e,8.333333332999999
tools/testing/selftests/bpf/progs/sockmap_parse_prog.c,38,2,4,1502807662,1579500405,1513243429,4,3e689141e64d,25.0
drivers/char/tpm/tpm_i2c_atmel.c,221,5,12,1381034616,1558252303,1398589777,19,442601e87a47,5.263157895
samples/trace_events/trace-events-sample.c,139,4,10,1311247043,1558242500,1324017730,10,a0cb2b5c3901,20.0
drivers/tty/serial/fsl_linflexuart.c,938,4,6,1565321356,1576166776,1565401749,7,9.05E+11,28.57142857
drivers/misc/cxl/debugfs.c,134,7,12,1412769302,1560333258,1449828237,15,8f6a90421c76,6.666666667
drivers/base/pinctrl.c,105,5,6,1358823374,1510047007,1385770262,7,ed032c1bede8,14.28571429
net/mac80211/mesh.c,1547,33,106,1311247043,1563964436,1376510835,147,da7061c82e4a,2.721088435
net/vmw_vsock/hyperv_transport.c,934,8,17,1503694363,1578934334,1518318898,23,3f74957fcbea,8.695652174
tools/perf/util/callchain.c,1601,15,79,1311247043,1574691335,1425719091,89,a3366db06bb6,4.494382022
tools/perf/util/cgroup.c,252,9,29,1311247043,1567147520,1421368715,33,a6adc9bdf59c,6.0606060610000005
drivers/pinctrl/qcom/pinctrl-sdm660.c,1457,2,2,1537871879,1542025553,1537914642,2,5db0b0a298d2,50.0
drivers/mtd/ubi/block.c,707,17,26,1393305922,1567348325,1414668005,34,78a8dfbabbec,14.70588235
drivers/block/zram/zram_drv.c,2145,44,139,1307596147,1580393725,1466724089,168,3b82a051c101,5.3571428569999995
arch/mips/sgi-ip22/ip28-berr.c,488,8,10,1311247043,1566224590,1316150399,10,fc69910f329d,10.0
net/ipv4/netfilter/nf_socket_ipv4.c,153,5,5,1477568988,1572628324,1479976375,5,32c1733f0dd4,20.0
drivers/mmc/core/sd.c,1337,38,71,1309913492,1566871843,1352556888,92,c892b0d81705,3.260869565
arch/x86/realmode/init.c,155,12,24,1336483346,1573203625,1389378717,21,b929a500d684,4.7619047619999995
drivers/gpu/ipu-v3/ipu-prg.c,483,5,9,1488946396,1559085482,1494299747,11,3addaba8141b,9.090909091
drivers/gpu/drm/vmwgfx/vmwgfx_scrn.c,1392,12,51,1317730402,1561263813,1459991270,83,91ba9f28a3de,1.2048192770000001
drivers/regulator/ltc3589.c,489,9,12,1401071896,1555587900,1438122757,17,f132da2534ec,5.882352941000001
sound/mips/sgio2audio.c,928,10,14,1310704708,1578014188,1316476729,19,95dbf14b236f,5.263157895
net/tipc/discover.c,417,10,27,1311247043,1575962465,1451209393,55,31e4ccc99eda,7.272727272999999
drivers/net/ethernet/mellanox/mlx4/en_tx.c,1180,32,96,1303125322,1554108135,1395580349,129,7ba5e7bd64a5,6.201550387999999
drivers/gpu/drm/bridge/tc358767.c,1718,13,64,1468387199,1575858427,1512649082,75,8a6483ac634a,2.666666667
sound/soc/codecs/rt1305.c,1183,6,7,1522325114,1567816916,1522480133,8,4f29b663c08d,25.0
arch/mips/txx9/jmr3927/prom.c,52,2,2,1311247043,1481076315,1314512991,1,2cec11d87181,100.0
drivers/infiniband/ulp/ipoib/ipoib_vlan.c,289,8,19,1311247043,1534227755,1451726630,30,5d6b0cb3369d,36.66666667
drivers/platform/x86/dell-smbios-base.c,650,6,19,1453447633,1559614293,1499496082,7,0e5b09b16551,14.28571429
sound/firewire/bebob/bebob_midi.c,146,3,12,1398437118,1571331254,1425345353,15,097f8ba3873d,6.666666667
drivers/net/wireless/admtek/adm8211.c,2010,19,25,1306881908,1571816322,1311500846,9,c705a6b3aa78,11.11111111
drivers/dma/idxd/cdev.c,302,2,2,1579596269,1580887968,1579604823,2,2227ab4216cd,50.0
drivers/infiniband/hw/ocrdma/ocrdma_ah.c,266,13,28,1332274146,1572308865,1424107722,48,3b8ab700af0a,2.083333333
arch/x86/kernel/kexec-bzimage64.c,566,15,26,1407479166,1578910959,1421160973,34,993a110319a4,5.882352941000001
tools/lib/traceevent/event-parse.c,7074,36,155,1321354068,1573362661,1378222395,195,301011ba6225,3.58974359
tools/testing/selftests/bpf/progs/test_pinning.c,31,1,3,1572667782,1579500405,1572908798,3,3e689141e64d,33.33333333
drivers/pinctrl/tegra/pinctrl-tegra.c,804,23,41,1328076287,1572877614,1374302591,22,3c94d2d08a03,9.090909091
drivers/cpufreq/scpi-cpufreq.c,242,7,11,1427684392,1553699202,1492744233,16,31d4c528cea4,31.25
arch/powerpc/mm/book3s64/hash_native.c,923,18,52,1309278371,1571900742,1398333397,8,09ce98cacd51,25.0
drivers/usb/chipidea/host.c,378,18,36,1336728354,1577318274,1439164602,50,c1ffba305dbc,4.0
drivers/pinctrl/pinctrl-xway.c,1807,15,29,1346129099,1572877614,1415110398,38,728cf7448c66,2.631578947
drivers/clk/sunxi/clk-factors.c,304,7,19,1361763866,1559614293,1415701131,28,02e0114ae1eb,3.571428571
net/rxrpc/output.c,656,7,46,1310701654,1580392236,1485990472,65,5273a191dca6,13.84615385
net/netfilter/nft_set_bitmap.c,313,7,12,1484735413,1579089948,1490714110,14,4ef360dd6a65,35.71428571
drivers/gpu/drm/drm_lease.c,751,12,18,1489501601,1558918506,1494144155,22,69ef943dbc14,9.090909091
net/can/j1939/main.c,412,2,4,1538970516,1573287078,1539716583,4,ddeeb7d4822e,50.0
kernel/fork.c,3070,116,257,1267512713,1580138901,1422346537,387,9e77716a75bc,8.785529716000001
drivers/input/mouse/synaptics.c,1897,32,85,1308572746,1581584867,1395682080,117,3f9db52dc87b,1.709401709
drivers/gpu/drm/vmwgfx/vmwgfx_kms.c,2904,23,123,1311247043,1561263813,1437316031,194,13f149d47392,1.5463917530000002
lib/strncpy_from_user.c,127,9,12,1337836348,1579739658,1381017976,12,ab10ae1c3bef,8.333333332999999
drivers/regulator/lp87565-regulator.c,220,4,11,1495532815,1567915040,1505525247,13,a853c0a0b013,30.76923077
drivers/media/platform/vivid/vivid-osd.c,388,6,7,1408924909,1575369532,1410558703,7,d4ec9550e4b2,14.28571429
drivers/gpu/drm/i915/gt/intel_lrc.c,5246,35,392,1406192650,1583465410,1543398026,202,eafc2aa20fba,24.75247525
drivers/regulator/as3722-regulator.c,844,8,13,1379671213,1558918505,1401817565,20,6389075eff7d,5.0
lib/ratelimit.c,70,6,7,1248515436,1559354922,1334913271,6,656d61ce9666,16.66666667
arch/mips/bcm47xx/leds.c,793,6,20,1388637177,1549794459,1408191271,20,56a46acf62af,5.0
drivers/net/ethernet/emulex/benet/be_main.c,6297,73,350,1306859602,1575941031,1392017811,478,5ef79151c2fb,4.811715481
fs/xfs/xfs_bmap_util.c,1770,12,106,1376311782,1576041518,1451018425,187,1749d1ea89bd,2.139037433
drivers/input/touchscreen/mxs-lradc-ts.c,703,6,6,1489642031,1563240442,1490116137,8,ab6241ae07c3,12.5
net/netfilter/nft_connlimit.c,282,3,4,1527946731,1569812749,1529092800,7,34a4c95abd25,28.57142857
drivers/gpu/drm/amd/amdgpu/amdgpu_atombios.c,2043,13,26,1429520121,1576480621,1447723735,30,bae028e3e521,3.333333333
drivers/net/wireless/ath/ath11k/wmi.c,5810,6,14,1574474320,1576226314,1574511939,14,b5316db229d5,7.142857143
drivers/rpmsg/qcom_glink_native.c,1681,10,39,1503550286,1570174022,1505987272,41,278bcb7300f6,39.02439024
drivers/usb/dwc2/gadget.c,5319,45,242,1307950199,1579587844,1417593032,261,9a0d6f7c0a83,3.831417625
arch/arm/mach-keystone/pm_domain.c,50,8,8,1373793459,1559354917,1395016927,12,9954b80b8c0e,8.333333332999999
sound/core/info.c,912,11,35,1310704708,1580722637,1386735744,43,2471b6c80a70,4.651162791
arch/powerpc/kernel/setup_64.c,968,26,88,1306318152,1576888348,1428761392,140,66f93c5a02d5,6.428571429
drivers/dma/ppc4xx/adma.c,4627,14,23,1311247043,1558252297,1312289413,28,27d8d2d7a9b7,3.571428571
drivers/media/i2c/et8ek8/et8ek8_driver.c,1515,7,9,1482364864,1562755908,1482808288,11,be78b59e4806,9.090909091
drivers/soc/qcom/wcnss_ctrl.c,358,4,8,1442803975,1559085478,1453606043,8,90c29ed7627b,12.5
drivers/usb/host/xhci-dbgcap.c,1001,5,8,1512727150,1553248216,1513198251,11,4786d2ef45d3,27.27272727
net/sched/sch_cbs.c,571,11,17,1508148086,1569695988,1522080262,18,83c8c3cf4516,27.77777778
drivers/edac/edac_mc.c,1249,16,64,1311247043,1581503118,1367548042,81,216aa145aaf3,7.407407407000001
drivers/power/supply/pda_power.c,520,13,18,1310284875,1573799115,1332880981,4,633e8799ddc0,25.0
tools/testing/selftests/bpf/progs/sockmap_tcp_msg_prog.c,26,3,3,1521349051,1579500405,1527314984,4,3e689141e64d,25.0
net/core/stream.c,215,7,11,1311247043,1565961982,1340489185,13,ef8d8ccdc216,7.692307692000001
drivers/infiniband/core/ucma.c,1858,31,70,1306481746,1560433099,1355894383,77,0d23ba6034b9,20.77922078
drivers/rtc/rtc-msm6242.c,228,7,10,1311247043,1573879580,1324970005,11,e34494c8df0c,9.090909091
drivers/net/bonding/bond_alb.c,1811,28,76,1306881908,1583285536,1353006402,96,b7469e83d2ad,6.25
drivers/misc/mei/main.c,1057,10,84,1307596147,1573101885,1420305963,149,03b2cbb6ea3c,1.342281879
arch/s390/pci/pci.c,943,15,74,1354164630,1582777038,1421040827,121,df057c914a9c,3.305785124
drivers/net/ethernet/broadcom/bnxt/bnxt_xdp.c,341,7,13,1486371342,1562579584,1515462602,19,3b6b34df3425,5.263157895
drivers/net/ethernet/stmicro/stmmac/mmc_core.c,475,5,8,1314885098,1576639991,1484617304,13,aeb18dd07692,7.692307692000001
drivers/net/ethernet/pensando/ionic/ionic_main.c,576,2,10,1567495684,1578311029,1567757428,11,011c7289de61,9.090909091
drivers/gpu/drm/i915/gem/selftests/i915_gem_object_blt.c,562,3,13,1559107868,1574650736,1569009731,16,8c388ac8f186,12.5
fs/sync.c,391,17,27,1310820296,1557739350,1381821672,37,c553ea4fdf27,2.702702703
drivers/scsi/hisi_sas/hisi_sas_v3_hw.c,3483,10,134,1497454399,1579522956,1521985735,153,547fde8b5a19,3.2679738560000002
kernel/umh.c,728,7,8,1504858620,1558242535,1511006567,8,876dcf2f3aaa,25.0
drivers/infiniband/ulp/isert/ib_isert.c,2726,25,131,1362588979,1581512939,1405517635,197,76261ada16dc,2.030456853
net/ipv6/netfilter/ip6table_raw.c,119,8,10,1311247043,1560142824,1400173648,14,b069b37adb14,7.142857143
drivers/gpu/drm/drm_mipi_dbi.c,1329,14,42,1485016247,1577685964,1514935487,6,2ce18249af5a,33.33333333
drivers/watchdog/omap_wdt.c,378,19,30,1311247043,1560994126,1346394773,39,530c11d43272,2.564102564
drivers/gpu/drm/drm_mode_config.c,534,14,25,1479099503,1574172522,1488632882,28,c8f005684c98,14.28571429
mm/migrate.c,2973,60,181,1311247043,1580722563,1441263561,253,5984fabb6e82,7.90513834
drivers/mtd/nand/core.c,275,2,3,1517842925,1541313817,1520841749,4,23566c3798f3,25.0
drivers/staging/rtl8723bs/hal/rtl8723b_hal_init.c,4527,14,29,1490788071,1574995181,1492035351,34,f55a6d457b21,2.9411764710000003
arch/x86/mm/mem_encrypt.c,422,9,24,1500279003,1574303204,1511394501,39,9087c37584fb,10.25641026
drivers/gpu/ipu-v3/ipu-pre.c,346,4,9,1488946394,1559085482,1494479022,9,c795f3052b60,22.22222222
fs/ext4/block_validity.c,253,12,14,1308622955,1581337072,1367901772,16,170417c8c7bb,12.5
net/rds/send.c,1512,22,61,1294890031,1567412976,1375774787,69,d84e7bc0595a,4.347826087
fs/afs/main.c,251,3,13,1311247043,1558918501,1446010363,18,6b3944e42e2e,5.555555556
drivers/virtio/virtio_mmio.c,779,24,35,1319436423,1577012919,1370080543,45,a229989d975e,8.888888889
net/netfilter/ipset/ip_set_list_set.c,681,18,44,1303125322,1570107362,1378120224,51,708abf74dd87,5.882352941000001
drivers/mfd/cros_ec_dev.c,314,14,28,1422851185,1578986540,1518271152,41,18e294ddafae,9.756097561
net/sched/act_meta_mark.c,73,3,3,1456531735,1558918501,1458635095,4,8f04748016f3,75.0
drivers/iio/adc/at91_adc.c,1485,29,49,1336721733,1564456519,1374183956,61,aea835f2dc8a,4.918032787
net/sunrpc/xprtsock.c,3339,36,165,1310437675,1574238346,1390457624,223,8729aaba7462,8.071748879
drivers/media/platform/vivid/vivid-core.c,2006,12,44,1408924486,1576382972,1462740945,52,92f5b0313e37,3.8461538460000004
drivers/iommu/amd_iommu.c,4035,50,228,1307593485,1583961519,1407714625,382,730ad0ede130,13.61256545
kernel/trace/trace_sched_wakeup.c,821,16,41,1306400573,1577741730,1323864776,50,50f9ad607ea8,4.0
fs/afs/server.c,615,6,20,1311247043,1575875083,1484132115,32,9bd0160d1237,28.125
drivers/net/ethernet/sfc/ef10.c,4210,21,154,1372427232,1583379525,1428186925,204,c65285428b6e,10.29411765
drivers/net/vrf.c,1484,25,83,1439449150,1569761643,1468050824,129,dac91170f8e9,22.48062016
drivers/input/touchscreen/tsc200x-core.c,629,6,9,1446457551,1558918506,1450116387,10,f7bf6f58675a,10.0
drivers/infiniband/hw/qib/qib_iba6120.c,3536,11,20,1311247043,1528782900,1314368258,27,688eec9d3dca,3.7037037039999996
drivers/iio/magnetometer/st_magn_buffer.c,82,5,7,1359128640,1564977431,1404316237,9,fe5192ac81ad,22.22222222
drivers/watchdog/f71808e_wdt.c,880,13,18,1311247043,1568267750,1326503917,17,e347afa5fb48,5.882352941000001
drivers/hv/hv_fcopy.c,406,7,18,1392521670,1579960184,1435347879,25,e9c18ae6eb2b,12.0
drivers/net/wireless/ath/ath10k/thermal.c,219,10,21,1418790127,1550576726,1428788975,24,d600a6d75425,4.166666667
drivers/power/supply/axp288_fuel_gauge.c,888,7,20,1423038278,1566726112,1451793321,21,f451655c722b,4.7619047619999995
net/core/request_sock.c,128,4,10,1311247043,1570709858,1353133747,21,d983ea6f16b8,14.28571429
drivers/gpu/drm/sun4i/sun4i_backend.c,1053,13,50,1446082583,1578391196,1496598165,63,09e54440979c,3.174603175
tools/testing/selftests/bpf/progs/test_sysctl_prog.c,73,3,3,1553327460,1579500405,1554060413,3,3e689141e64d,33.33333333
drivers/iio/accel/kxsd9.c,522,10,30,1307596147,1559614293,1423436888,26,0c1f91b98552,3.8461538460000004
drivers/gpu/drm/nouveau/nouveau_fence.c,537,12,34,1308546031,1579765167,1392754095,62,1eb013473bff,1.612903226
drivers/net/ethernet/realtek/r8169_main.c,5659,53,326,1304411909,1580908966,1430916391,106,21b5f672fb2e,15.09433962
drivers/gpu/drm/imx/ipuv3-crtc.c,501,16,43,1348193270,1563237738,1432424921,53,5aeab2bfc9ff,7.547169811
sound/soc/codecs/msm8916-wcd-digital.c,1244,7,13,1476948046,1578194873,1500655997,16,85578bbd642f,6.25
kernel/user_namespace.c,1325,18,67,1306133501,1561554152,1394030905,76,d2f007dbe7e4,2.631578947
drivers/spi/spi-gpio.c,451,17,29,1306899084,1570171412,1420564585,52,d3b0ffa1d75d,9.615384615
crypto/xts.c,474,12,17,1311247043,1577966325,1473489371,21,44427c0fbc09,28.57142857
drivers/xen/grant-table.c,1485,27,53,1311247043,1570696329,1387777837,71,d9cccfa7c4d1,1.408450704
block/mq-deadline.c,817,8,21,1484385071,1567680691,1492716215,23,cb8acabbe33b,17.39130435
drivers/s390/block/dasd_ioctl.c,662,11,17,1311247043,1540436877,1351285794,19,583d6535cb9d,5.263157895
net/netlink/diag.c,260,7,9,1363869228,1558242500,1406945274,15,93636d1f1f16,20.0
