496,2,4,1563849399,1578374224,1564128961,4,25
48,2,2,1574428081,1579500405,1574533754,2,50
662,14,20,1311247043,1578470267,1413162670,28,14.28571429
1059,50,91,1330919370,1574945885,1417299358,122,9.016393443
642,10,12,1481767396,1577711976,1502735166,16,12.5
175,6,6,1306482658,1576808487,1338903547,5,20
733,28,63,1311247043,1562949712,1445138821,144,4.861111111
1809,15,36,1311247043,1561525618,1367250127,35,2.857142857
63,4,5,1317697533,1559614293,1326106248,5,20
575,3,4,1496544608,1558242500,1497695488,4,25
639,21,53,1303125322,1579596483,1394452153,68,5.882352941
252,4,16,1425309779,1578898598,1451969366,16,6.25
1211,8,52,1445500877,1574519445,1476836945,54,5.555555556
793,2,20,1544764274,1583228620,1552736969,24,25
527,17,26,1306383773,1578275030,1341169500,32,9.375
4975,21,51,1363687688,1579712226,1388923475,54,1.851851852
179,5,15,1311247043,1560852338,1359207602,38,5.263157895
654,9,18,1425287839,1560348805,1431606195,18,5.555555556
415,11,27,1314770716,1502323578,1419935134,41,19.51219512
976,14,23,1388757720,1570959829,1408483236,25,4
529,6,15,1498196153,1560096470,1507569662,20,5
582,5,11,1487125451,1577268979,1493312516,11,18.18181818
2310,15,73,1279092979,1559614293,1370736881,84,2.380952381
868,7,10,1427781835,1581474930,1428858320,12,8.333333333
1360,19,69,1362819772,1560863126,1395525888,93,4.301075269
1292,26,129,1317727141,1583726534,1419874437,222,0.900900901
5106,33,467,1348661156,1581407648,1486788989,583,3.087478559
216,2,9,1378559049,1489845185,1421302300,14,7.142857143
342,10,26,1382025247,1566890532,1415015907,24,8.333333333
947,7,8,1536404853,1557300810,1537243581,8,12.5
415,7,9,1562482917,1575496642,1562883273,10,50
1623,6,21,1542700509,1578402365,1546015897,25,8
1046,11,20,1487111303,1566499951,1494450481,21,9.523809524
1227,19,86,1311247043,1581062251,1463436998,108,12.96296296
486,4,7,1523846019,1573811754,1530462787,7,14.28571429
457,4,10,1487125450,1580850655,1490758314,11,9.090909091
604,7,9,1334758615,1583214646,1341189987,10,10
1317,28,72,1310374312,1573541200,1406827165,97,5.154639175
417,5,8,1311247043,1558918501,1316841957,7,14.28571429
858,20,43,1362819777,1565254168,1400285800,63,3.174603175
151,6,16,1311247043,1556606563,1357522536,39,7.692307692
463,5,7,1311247043,1559519102,1313887913,7,14.28571429
124,4,8,1443625316,1578910965,1477239838,15,6.666666667
307,9,13,1308567749,1578109765,1389575834,18,5.555555556
618,6,10,1485533317,1570956512,1486813243,11,18.18181818
55,6,8,1311247043,1566701357,1338849251,9,11.11111111
156,5,21,1516084488,1573227926,1538539098,25,16
743,6,10,1477548335,1579506088,1478752368,12,16.66666667
692,18,38,1408542962,1572427857,1424323871,6,16.66666667
1171,9,23,1475330397,1580109975,1481222249,43,6.976744186
379,8,24,1311247043,1558870535,1453527771,29,3.448275862
231,4,9,1425905440,1551616900,1489801643,10,30
190,3,3,1450235510,1559614293,1450812517,3,33.33333333
1608,20,64,1507119004,1580959746,1542444833,89,19.1011236
1048,11,29,1463733702,1574318957,1480749158,33,15.15151515
2011,42,79,1373189149,1571905413,1430083042,98,20.40816327
895,4,25,1559010587,1580366371,1568980344,31,22.58064516
607,11,34,1311247043,1575859779,1398610331,37,8.108108108
3303,32,44,1306881908,1575941031,1312658185,49,2.040816327
2478,25,141,1467355855,1581478359,1526461168,187,17.64705882
724,18,31,1311247043,1559120270,1380244050,42,14.28571429
1442,10,22,1472033063,1578361152,1477947185,25,52
945,28,44,1329306481,1560509639,1397166629,47,6.382978723
2738,36,57,1311247043,1581663981,1362164350,66,7.575757576
395,16,27,1372221846,1564880151,1402766992,9,11.11111111
4100,30,96,1304327530,1558918505,1337334700,110,0.909090909
929,6,31,1437132823,1568777773,1443583071,41,2.43902439
397,7,15,1337940595,1549855515,1367927025,19,5.263157895
514,10,22,1465209211,1575962769,1483178103,28,10.71428571
140,6,9,1311247043,1559614293,1409042701,7,14.28571429
731,6,23,1533816876,1578482525,1539282639,26,7.692307692
144,10,18,1311247043,1573193760,1369630220,23,13.04347826
428,9,15,1486092568,1568202433,1514226015,18,5.555555556
2260,21,25,1306881908,1578275030,1312812977,28,3.571428571
1247,21,31,1306881908,1579615773,1323359665,38,5.263157895
207,14,23,1307334946,1523446519,1369697509,26,7.692307692
7148,109,323,1306881908,1583825257,1391669717,419,15.99045346
475,9,12,1374602115,1559614293,1381212879,16,6.25
1113,6,15,1404041925,1574996165,1441502195,16,25
655,13,22,1311247043,1576039663,1328879785,23,4.347826087
1420,6,12,1522132995,1572806433,1525144872,16,12.5
706,7,25,1532607712,1575187269,1537598079,7,14.28571429
3471,45,212,1411661817,1579510426,1518708242,266,18.04511278
1622,14,24,1311247043,1575376252,1338308023,29,3.448275862
194,11,13,1310980634,1573286900,1350988499,13,23.07692308
1033,20,39,1372038867,1579615773,1408278987,45,6.666666667
125,9,10,1293289909,1558918501,1347465006,11,18.18181818
3276,39,178,1308892454,1578452400,1401941335,173,2.89017341
613,5,35,1395701507,1559236197,1403829274,51,1.960784314
164,6,6,1311247043,1560233600,1367587668,6,33.33333333
665,2,11,1516584420,1579148081,1523497255,12,8.333333333
2909,25,54,1311084628,1580393513,1333935769,64,4.6875
83,8,9,1316425501,1558918501,1369699153,11,9.090909091
677,12,22,1343693784,1574848150,1367311287,29,6.896551724
382,9,15,1438856206,1574038236,1487941425,17,5.882352941
192,4,6,1311247043,1558918501,1317245770,9,11.11111111
1115,8,21,1420604650,1569816869,1507332858,24,8.333333333
6724,17,52,1381963565,1553156267,1412958775,58,13.79310345
157,7,11,1311247043,1580348605,1340666966,10,20
1817,27,83,1246581886,1566913762,1398117519,105,0.952380952
247,9,13,1311247043,1576066030,1324966405,14,7.142857143
569,5,13,1552712687,1579500494,1561883447,14,14.28571429
302,12,21,1423566347,1566543451,1462815203,30,3.333333333
1243,13,44,1428135182,1564457625,1446768208,48,16.66666667
1283,4,6,1532483071,1577839404,1532528359,6,16.66666667
241,5,5,1457444939,1513941826,1462193851,6,16.66666667
581,9,23,1311247043,1572517516,1421599279,45,4.444444444
359,7,8,1450853815,1563847044,1459251832,9,11.11111111
8131,12,295,1467428415,1581074786,1507979310,359,18.66295265
172,5,15,1472524687,1558918501,1477063366,15,20
125,4,10,1480934545,1559614293,1511791004,10,10
5390,63,143,1308622955,1582024131,1329902272,167,2.395209581
170,4,13,1425554036,1559614293,1436359579,15,6.666666667
298,9,14,1463589353,1568950359,1506215040,1,100
281,6,12,1360330933,1551356699,1441879318,17,5.882352941
73,4,4,1501833610,1579500409,1519834821,4,50
228,3,4,1462156745,1571149379,1463129391,4,25
225,6,8,1521532630,1578275030,1531304371,9,33.33333333
595,7,12,1536560878,1580714844,1540803475,15,40
